demL9k4096	9	100.783	3.0647
demL3k4096	3	100.783	3.0604
demL8k4096	8	100.783	3.0641
demL16k4096	16	100.783	3.0665
demL24k4096	24	100.783	3.0567
demL31k4096	31	100.783	3.0566
demL6k4096	6	100.783	3.0643
demL26k4096	26	100.783	3.0635
demL5k4096	5	100.783	3.0633
demL1k4096	1	100.783	3.0612
